time,category,country,carbon_emission,unixtime
2023/6/4,Total,China,29296.8988,1685836800
2023/6/5,Total,China,29278.80495,1685923200
2023/6/6,Total,China,29429.43212,1686009600
2023/6/7,Total,China,29130.33079,1686096000
2023/6/8,Total,China,29430.2578,1686182400
2023/6/9,Total,China,29602.38115,1686268800
2023/6/10,Total,China,29542.52395,1686355200
2023/6/11,Total,China,29901.11353,1686441600
2023/6/12,Total,China,30129.45866,1686528000
2023/6/13,Total,China,30423.75766,1686614400
2023/6/14,Total,China,30657.55154,1686700800
2023/6/15,Total,China,30698.13695,1686787200
2023/6/16,Total,China,31089.33915,1686873600
2023/6/17,Total,China,30444.18101,1686960000
2023/6/18,Total,China,30186.68317,1687046400
2023/6/19,Total,China,30684.34412,1687132800
2023/6/20,Total,China,30628.52327,1687219200
2023/6/21,Total,China,30996.20204,1687305600
2023/6/22,Total,China,29958.67234,1687392000
2023/6/23,Total,China,29774.5564,1687478400
2023/6/24,Total,China,29480.74815,1687564800
2023/6/25,Total,China,30298.4265,1687651200
2023/6/26,Total,China,31070.66183,1687737600
2023/6/27,Total,China,30884.15203,1687824000
2023/6/28,Total,China,31693.04398,1687910400
2023/6/29,Total,China,31559.84406,1687996800
2023/6/30,Total,China,31576.79967,1688083200
2023/7/1,Total,China,30576.78057,1688169600
2023/7/2,Total,China,31014.15833,1688256000
2023/7/3,Total,China,31555.32136,1688342400
2023/7/4,Total,China,31352.97786,1688428800
2023/7/5,Total,China,30704.71924,1688515200
2023/7/6,Total,China,31238.20251,1688601600
2023/7/7,Total,China,31568.59979,1688688000
2023/7/8,Total,China,32075.18123,1688774400
2023/7/9,Total,China,32703.90004,1688860800
2023/7/10,Total,China,33625.32787,1688947200
2023/7/11,Total,China,33755.57305,1689033600
2023/7/12,Total,China,33947.05072,1689120000
2023/7/13,Total,China,33856.00231,1689206400
2023/7/14,Total,China,33454.42142,1689292800
2023/7/15,Total,China,33544.02477,1689379200
2023/7/16,Total,China,33542.20744,1689465600
2023/7/17,Total,China,33420.28082,1689552000
2023/7/18,Total,China,33385.89167,1689638400
2023/7/19,Total,China,32898.02616,1689724800
2023/7/20,Total,China,32776.53556,1689811200
2023/7/21,Total,China,32475.83624,1689897600
2023/7/22,Total,China,32028.68788,1689984000
2023/7/23,Total,China,32308.11724,1690070400
2023/7/24,Total,China,32761.00594,1690156800
2023/7/25,Total,China,32635.51374,1690243200
2023/7/26,Total,China,32684.34007,1690329600
2023/7/27,Total,China,32207.28121,1690416000
2023/7/28,Total,China,31238.98077,1690502400
2023/7/29,Total,China,30444.36117,1690588800
2023/7/30,Total,China,29893.22633,1690675200
2023/7/31,Total,China,30488.7409,1690761600
2023/8/1,Total,China,32671.2579,1690848000
2023/8/2,Total,China,33234.32544,1690934400
2023/8/3,Total,China,34182.5796,1691020800
2023/8/4,Total,China,34819.77648,1691107200
2023/8/5,Total,China,34845.91817,1691193600
2023/8/6,Total,China,34478.64998,1691280000
2023/8/7,Total,China,34258.68006,1691366400
2023/8/8,Total,China,34575.3316,1691452800
2023/8/9,Total,China,34351.23104,1691539200
2023/8/10,Total,China,34557.06319,1691625600
2023/8/11,Total,China,34591.69468,1691712000
2023/8/12,Total,China,34375.16576,1691798400
2023/8/13,Total,China,33978.72599,1691884800
2023/8/14,Total,China,34158.65612,1691971200
2023/8/15,Total,China,34609.92354,1692057600
2023/8/16,Total,China,35033.00996,1692144000
2023/8/17,Total,China,35273.38026,1692230400
2023/8/18,Total,China,34942.78211,1692316800
2023/8/19,Total,China,34651.27902,1692403200
2023/8/20,Total,China,33896.22496,1692489600
2023/8/21,Total,China,33927.16235,1692576000
2023/8/22,Total,China,33996.5251,1692662400
2023/8/23,Total,China,33905.91592,1692748800
2023/8/24,Total,China,33905.8703,1692835200
2023/8/25,Total,China,33441.27762,1692921600
2023/8/26,Total,China,32925.22624,1693008000
2023/8/27,Total,China,31710.54857,1693094400
2023/8/28,Total,China,31483.92975,1693180800
2023/8/29,Total,China,30567.64756,1693267200
2023/8/30,Total,China,30632.3619,1693353600
2023/8/31,Total,China,31021.22388,1693440000
2023/9/1,Total,China,30489.84552,1693526400
2023/9/2,Total,China,30543.59814,1693612800
2023/9/3,Total,China,30579.41157,1693699200
2023/9/4,Total,China,31275.27982,1693785600
2023/9/5,Total,China,31355.38498,1693872000
2023/9/6,Total,China,31412.59453,1693958400
2023/9/7,Total,China,31966.78947,1694044800
2023/9/8,Total,China,31906.30649,1694131200
2023/9/9,Total,China,32126.52441,1694217600
2023/9/10,Total,China,31909.63863,1694304000
2023/9/11,Total,China,32170.53545,1694390400
2023/9/12,Total,China,32082.76542,1694476800
2023/9/13,Total,China,31428.04502,1694563200
2023/9/14,Total,China,31014.52784,1694649600
2023/9/15,Total,China,30874.07977,1694736000
2023/9/16,Total,China,30698.67192,1694822400
2023/9/17,Total,China,31197.4107,1694908800
2023/9/18,Total,China,31705.91378,1694995200
2023/9/19,Total,China,32225.28327,1695081600
2023/9/20,Total,China,31656.25787,1695168000
2023/9/21,Total,China,31453.66381,1695254400
2023/9/22,Total,China,31020.47225,1695340800
2023/9/23,Total,China,30774.86052,1695427200
2023/9/24,Total,China,31112.92701,1695513600
2023/9/25,Total,China,31457.26828,1695600000
2023/9/26,Total,China,31523.53455,1695686400
2023/9/27,Total,China,31432.01128,1695772800
2023/9/28,Total,China,30602.73032,1695859200
2023/9/29,Total,China,28654.06467,1695945600
2023/9/30,Total, China, 27132.22252, 1696032000
